"file_name","V6","V8","V10","V12","V16","V18"
"Audi$$A1$$2013$$Silver$$7_1$$10$$image_5.jpg",-1.4968854,1.1763687,0.0016750284,0.6643853,1.0607663,-0.25066686
"Audi$$A1$$2013$$Silver$$7_1$$156$$image_7.jpg",-0.14835706,0.26027843,-1.9653898,0.19239227,1.2460676,0.36176637
"Audi$$A1$$2013$$White$$7_1$$248$$image_0.jpg",-0.13951564,0.6504325,-1.2840271,0.5494801,0.09429293,-0.05654562
"Audi$$A1$$2013$$White$$7_1$$508$$image_0.jpg",-0.7169526,-0.2844141,-1.2686528,-0.16772945,-0.054287784,0.2072871
"Audi$$A1$$2014$$Multicolour$$7_1$$92$$image_5.jpg",-0.14022514,0.033513315,-2.1396227,-0.012543574,0.5038466,0.523766
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_15.jpg",0.6977955,1.2939812,-1.3472141,0.29422778,0.74042815,0.66469866
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_5.jpg",0.6977955,1.2939812,-1.3472141,0.29422778,0.74042815,0.66469866
"Audi$$A1$$2015$$White$$7_1$$168$$image_0.jpg",-0.19041017,0.97129536,-1.6992162,0.440028,-0.6266334,0.08083697
"Audi$$A1$$2015$$White$$7_1$$271$$image_5.jpg",0.3480847,-0.3518812,-2.1983776,1.1109468,1.1384289,0.4848478
"Audi$$A1$$2015$$White$$7_1$$563$$image_5.jpg",0.8851971,1.4839455,-2.252043,0.018590674,0.92734647,0.5467456
"Audi$$A1$$2016$$White$$7_1$$882$$image_2.jpg",0.5210884,0.3186439,-2.4344156,1.0113149,1.6616513,0.48272333
"Audi$$A1$$2017$$White$$7_1$$715$$image_5.jpg",-0.32302818,1.0636965,-1.4347577,0.10752992,0.94357425,0.6019004
"Audi$$A1$$2017$$White$$7_1$$870$$image_5.jpg",0.31061482,-0.080411695,-2.6635618,0.8136977,1.7440984,0.25249693
"Audi$$A1$$2017$$White$$7_1$$924$$image_0.jpg",-0.5235795,-0.83042824,-2.5596254,0.43308097,1.4057784,-0.015974041
"Audi$$A1$$2017$$White$$7_1$$974$$image_1.jpg",-1.00397,0.21045963,-0.5793459,0.97718906,0.9228487,0.22255237
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_1.jpg",-0.012403486,4.1428857,-0.81860465,0.40442646,1.0526569,0
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_2.jpg",0.2688137,3.2123754,-1.3904207,0.06156434,1.5342579,0
"Audi$$A3 Cabriolet$$2013$$White$$7_4$$570$$image_3.jpg",-1.3078581,1.9888017,-1.8501205,1.0827092,-0.7452029,0
"Audi$$A3 Cabriolet$$2014$$White$$7_4$$578$$image_2.jpg",0.44120306,2.4744153,0.33152398,0.8017779,1.1669612,0
"Audi$$A3 Cabriolet$$2015$$Grey$$7_4$$358$$image_2.jpg",-0.3797434,0.63003063,-2.7938712,1.0237269,-2.3754516,0
"Audi$$A3 Cabriolet$$2015$$Silver$$7_4$$644$$image_5.jpg",-1.4189454,0.10092033,-0.13626198,0.5026592,1.4716502,0
"Audi$$A3 Cabriolet$$2016$$White$$7_4$$553$$image_2.jpg",0.3748033,3.091138,-1.9056607,0.9918785,0.71216005,0
"Audi$$A3$$2009$$Silver$$7_3$$824$$image_0.jpg",-0.82283425,0.55362743,-1.7194251,1.1436744,-1.3826224,0
"Audi$$A3$$2012$$White$$7_3$$1536$$image_0.jpg",0.0023758132,0.64227724,-1.707554,1.3119156,2.0083444,0
"Audi$$A3$$2013$$White$$7_3$$1347$$image_3.jpg",-0.10259308,0.4348696,-2.827782,1.4272697,-0.10104229,0
"Audi$$A3$$2013$$White$$7_3$$1602$$image_0.jpg",-1.5428581,0.8254396,-0.3010382,1.619446,1.7719785,0
"Audi$$A3$$2013$$White$$7_3$$577$$image_12.jpg",-1.3944381,1.0851319,-2.1029987,0.55384296,0.63037366,0
"Audi$$A3$$2013$$White$$7_3$$66$$image_4.jpg",-0.8687781,0.14926486,-1.1639588,1.606378,0.6052889,0
"Audi$$A3$$2014$$Silver$$7_3$$1969$$image_4.jpg",0.101870865,-0.3358788,-1.5883849,1.239743,0.13733539,0
"Audi$$A3$$2014$$Silver$$7_3$$776$$image_2.jpg",-0.2543873,1.0642654,0.9797912,1.43063,1.6363186,0
"Audi$$A3$$2014$$Unlisted$$7_3$$922$$image_1.jpg",-1.298724,0.9405651,-1.209608,0.803986,0.73724985,0
"Audi$$A3$$2014$$White$$7_3$$728$$image_0.jpg",-0.29017162,0.53594923,-3.6312332,0.88620484,-0.9005419,0
"Audi$$A3$$2015$$White$$7_3$$1294$$image_0.jpg",-0.47775796,0.89374363,-3.1557083,1.173659,-1.0141395,0
"Audi$$A3$$2015$$White$$7_3$$1352$$image_6.jpg",-0.7451592,1.3675715,-1.9583385,1.6215955,-1.4469914,0
"Audi$$A3$$2016$$Grey$$7_3$$1041$$image_5.jpg",0.20171994,0.8365965,0.78441525,0.4689461,0.95529324,0
"Audi$$A3$$2016$$Grey$$7_3$$1871$$image_5.jpg",0.09725112,1.1552742,0.44051763,0.51450133,0.42121592,0
"Audi$$A3$$2016$$Silver$$7_3$$1049$$image_5.jpg",0.7172371,1.7732371,-1.2362485,0.5890232,1.0453835,0
"Audi$$A3$$2016$$Silver$$7_3$$1423$$image_5.jpg",0.3203952,1.2458489,0.06779209,0.7682297,0.26079893,0
"Audi$$A3$$2016$$Silver$$7_3$$299$$image_5.jpg",-0.07186355,1.3191781,0.5826556,1.5634233,1.1236659,0
"Audi$$A3$$2016$$Silver$$7_3$$699$$image_5.jpg",-0.52896434,0.18989733,0.6659206,1.6743548,1.1544827,0
"Audi$$A3$$2016$$Silver$$7_3$$955$$image_5.jpg",0.48095846,1.422561,0.21161981,0.7596351,0.74137217,0
"Audi$$A3$$2016$$White$$7_3$$1985$$image_0.jpg",-0.7286898,0.9363821,-1.4418619,0.7732662,-0.53849727,0
"Audi$$A3$$2016$$White$$7_3$$525$$image_13.jpg",-0.17021632,2.733193,-0.46709657,0.82432735,1.5217674,0
"Audi$$A3$$2017$$Grey$$7_3$$1025$$image_5.jpg",0.6142013,0.95455974,0.27237168,0.65658903,0.38631213,0
"Audi$$A3$$2017$$Grey$$7_3$$159$$image_6.jpg",0.024541395,0.729442,0.40592498,0.5870793,0.938012,0
"Audi$$A3$$2017$$Grey$$7_3$$1913$$image_5.jpg",0.048314273,0.0070835445,-0.44180027,1.0523229,0.861108,0
"Audi$$A3$$2017$$Grey$$7_3$$1993$$image_6.jpg",0.56902695,0.63539255,-0.48290545,0.4552285,1.032893,0
"Audi$$A3$$2017$$Silver$$7_3$$931$$image_5.jpg",0.18852296,1.4440683,0.16981155,0.4091643,0.87942785,0
"Audi$$A3$$2017$$Silver$$7_3$$966$$image_2.jpg",-0.03706637,1.6854916,-1.3311567,0.57831514,1.1526237,0
"Audi$$A3$$2017$$White$$7_3$$1119$$image_2.jpg",0.060854584,1.2510465,-1.5794241,0.67556894,1.5800982,0
"Audi$$A3$$2017$$White$$7_3$$155$$image_5.jpg",0.3179443,2.104763,-1.2059574,0.6342493,1.819745,0
"Audi$$A3$$2017$$Yellow$$7_3$$519$$image_20.jpg",-0.05316165,0.79013306,-0.674642,0.26996642,1.8185145,0
"Audi$$A4 Allroad$$2015$$White$$7_6$$159$$image_1.jpg",-0.21991995,0.5540459,-0.14021526,0.7371742,1.0309206,0
"Audi$$A4 Avant$$2007$$Silver$$7_7$$417$$image_0.jpg",-0.574242,1.2864587,0.10522421,1.1752585,1.392212,0
"Audi$$A4 Avant$$2009$$Silver$$7_7$$5$$image_2.jpg",0.40119228,-0.93203306,-0.7858416,1.8264542,-0.16832379,0
"Audi$$A4 Avant$$2009$$Silver$$7_7$$551$$image_6.jpg",-0.6074734,-0.75003046,-1.3892578,0.9561342,-0.14970487,0
"Audi$$A4 Avant$$2009$$Silver$$7_7$$86$$image_0.jpg",-0.43506938,0.4966895,-0.83639085,1.5869458,-1.2610991,0
"Audi$$A4 Avant$$2010$$Grey$$7_7$$428$$image_0.jpg",-0.09734249,2.3634014,-0.2764901,1.7086729,-1.2496974,0
"Audi$$A4 Avant$$2012$$White$$7_7$$797$$image_0.jpg",-0.2768616,-0.015738076,-1.1344594,1.3260652,1.4046224,0
"Audi$$A4 Avant$$2013$$Silver$$7_7$$657$$image_3.jpg",-1.3154665,1.0474117,-1.3314071,1.1617103,1.457883,0
"Audi$$A4 Avant$$2013$$White$$7_7$$140$$image_6.jpg",-2.1575937,0.7844881,-0.28683582,1.3897699,1.4109305,0
"Audi$$A4 Avant$$2014$$Grey$$7_7$$213$$image_5.jpg",0.89314127,1.2481096,0.10441281,0.36746538,0.04014147,0
"Audi$$A4 Avant$$2014$$White$$7_7$$574$$image_8.jpg",-0.5454397,1.5937848,-1.3129613,1.0384083,0.59907085,0
"Audi$$A4 Avant$$2015$$Silver$$7_7$$620$$image_6.jpg",-0.5339512,1.1369172,0.086442694,2.002179,1.1132256,0
"Audi$$A4 Avant$$2015$$White$$7_7$$147$$image_6.jpg",-0.69598216,1.1229467,-0.58539134,2.0796068,0.8255529,0
"Audi$$A4 Avant$$2015$$White$$7_7$$15$$image_6.jpg",-0.9072918,1.3532726,-1.4903028,2.021721,0.85423774,0
"Audi$$A4 Avant$$2015$$White$$7_7$$269$$image_6.jpg",-0.7552585,0.8816284,-1.0895083,2.0410235,0.90663266,0
"Audi$$A4 Avant$$2016$$White$$7_7$$42$$image_5.jpg",0.52771026,1.5901942,-1.3263966,1.07575,1.1825829,0
"Audi$$A4 Avant$$2016$$White$$7_7$$99$$image_4.jpg",0.91226023,1.1394756,-2.5398185,0.71904284,0.48497602,0
"Audi$$A4 Avant$$2017$$White$$7_7$$23$$image_5.jpg",0.7153308,0.52102566,-1.8064151,1.0117593,1.6132454,0
"Audi$$A4 Avant$$2017$$White$$7_7$$258$$image_3.jpg",-0.41777372,0.7764863,-0.29096016,1.3336058,-0.15629315,0
"Audi$$A4 Avant$$2017$$White$$7_7$$589$$image_5.jpg",-0.15063387,2.063623,-2.0205567,1.5912814,-0.31700647,0
"Audi$$A4 Cabriolet$$2007$$Silver$$7_8$$165$$image_25.jpg",1.2622838,1.5224669,-1.0048375,1.9805293,-1.2961351,0
"Audi$$A4$$2008$$Silver$$7_5$$463$$image_0.jpg",-0.16195782,0.6818136,-0.7852324,0.70155966,-0.6927858,0
"Audi$$A4$$2009$$White$$7_5$$618$$image_0.jpg",-0.24269357,0.66008306,-0.97854954,0.83742243,0.07994438,0
"Audi$$A4$$2011$$Grey$$7_5$$666$$image_2.jpg",0.4980319,-0.32242978,-0.33158708,1.4566238,0.33257058,0
"Audi$$A4$$2011$$Silver$$7_5$$110$$image_2.jpg",-0.21212748,1.1910708,-0.29751515,1.3753085,1.3527364,0
"Audi$$A4$$2011$$Silver$$7_5$$677$$image_0.jpg",-0.027022826,2.216105,-0.10277535,1.9014577,-1.482629,0
"Audi$$A4$$2012$$Silver$$7_5$$823$$image_0.jpg",-0.36087286,1.2453567,0.40419278,1.4396603,0.972013,0
"Audi$$A4$$2012$$Unlisted$$7_5$$369$$image_0.jpg",-0.042825103,2.0129201,-2.6086686,0.97181237,-0.9141105,0
"Audi$$A4$$2012$$White$$7_5$$535$$image_0.jpg",-0.35201,0.4562311,-1.3141842,1.4825046,1.9073688,0
"Audi$$A5 Cabriolet$$2010$$White$$7_10$$406$$image_4.jpg",0.119365215,1.8511192,-1.3552158,1.6573007,-0.56452227,0
"Audi$$A5 Cabriolet$$2011$$Grey$$7_10$$326$$image_5.jpg",-0.54913205,0.91513604,-0.3293571,1.5416577,1.0383829,0
"Audi$$A5 Cabriolet$$2011$$Silver$$7_10$$327$$image_1.jpg",-0.45066023,0.9373254,-0.06816311,1.392987,-0.13403308,0
"Audi$$A5 Cabriolet$$2011$$Silver$$7_10$$486$$image_4.jpg",-0.3126561,0.77653205,0.2054307,1.4492291,0.6326184,0
"Audi$$A5 Cabriolet$$2013$$White$$7_10$$21$$image_5.jpg",0.18614528,2.9694924,-1.8047944,1.8273174,0.94215167,0
"Audi$$A5 Cabriolet$$2013$$White$$7_10$$378$$image_5.jpg",0.3377092,3.16675,-1.290307,1.1125801,0.15049675,0
"Audi$$A5 Cabriolet$$2014$$Silver$$7_10$$396$$image_2.jpg",-0.04371047,1.9488175,-0.60146433,1.1947794,0.5772518,0
"Audi$$A5 Cabriolet$$2014$$White$$7_10$$239$$image_2.jpg",0.24135521,2.1813526,-1.489029,1.008703,1.2384754,0
"Audi$$A5 Cabriolet$$2015$$Multicolour$$7_10$$421$$image_6.jpg",-0.21104297,1.7540859,-0.9190115,1.6148605,1.2097504,0
"Audi$$A5 Cabriolet$$2015$$Silver$$7_10$$758$$image_0.jpg",-1.0423859,0.35023636,-0.20862643,1.3393433,-0.75296885,0
"Audi$$A5 Cabriolet$$2015$$Silver$$7_10$$820$$image_5.jpg",0.071125105,0.4051042,-1.0243934,0.914135,1.1443766,0
"Audi$$A5 Cabriolet$$2017$$Multicolour$$7_10$$730$$image_17.jpg",-0.091299385,0.51876783,-1.0998483,1.1767163,-0.04733882,0
"Audi$$A5 Cabriolet$$2017$$White$$7_10$$3$$image_4.jpg",-1.2418264,1.5746179,-1.4039154,1.6402245,-0.016341768,0
"Audi$$A5 Cabriolet$$2017$$White$$7_10$$796$$image_2.jpg",-0.042415634,1.8231738,-1.0131652,0.5392156,1.1188639,0
"Audi$$A5$$2007$$Silver$$7_9$$448$$image_1.jpg",-0.17315009,2.1131897,-0.17775661,1.507776,0.7616521,0
"Audi$$A5$$2009$$White$$7_9$$311$$image_1.jpg",-0.5263638,0.70556796,-0.2796812,1.6587918,0.990653,0
"Audi$$A5$$2010$$Grey$$7_9$$278$$image_4.jpg",0.038201883,1.0657737,-0.30129778,1.69115,-1.404374,0
"Audi$$A5$$2015$$White$$7_9$$125$$image_0.jpg",0.129393,2.1893063,-1.2494316,1.5778867,-0.9672566,0
"Audi$$A5$$2015$$White$$7_9$$704$$image_0.jpg",-0.6164019,1.1672359,-2.616366,1.6513779,0.052075334,0
"Audi$$A6 Allroad$$2008$$Black$$7_11$$151$$image_10.jpg",0.15847151,2.1213615,2.9968412,-0.44927984,0.26872832,0
"Audi$$A6 Avant$$2008$$Silver$$7_11$$881$$image_10.jpg",0.4466221,1.1114122,-0.004974257,1.6714702,1.4226218,0.22609115
"Audi$$A6 Avant$$2011$$Silver$$7_11$$1085$$image_11.jpg",0.313514,2.7851682,0.03115261,1.4273622,-1.3193046,0
"Audi$$A6 Avant$$2013$$White$$7_11$$711$$image_7.jpg",0.3278599,2.475021,-1.7164912,0.71676123,-0.7509536,0
