Epoch,Loss,Value
0,loss_training,5433.4861004359
0,mi_loss_training,0.21027323875144485
0,tc_loss_training,1.1704049393173177
0,dw_kl_loss_training,8.341950366696258
0,mse_loss_training,45.08752881895821
0,recon_loss_training,5378.675961295485
0,rsq_training,0.6454850804291645
0,kl_loss_training_0,0.35611236095428467
0,kl_loss_training_1,1.485509991645813
0,kl_loss_training_2,0.26381516456604004
0,kl_loss_training_3,0.4989207983016968
0,kl_loss_training_4,0.06331608444452286
0,kl_loss_training_5,0.8874052166938782
0,kl_loss_training_6,0.4607120454311371
0,kl_loss_training_7,0.11433254927396774
0,kl_loss_training_8,1.2772642374038696
0,kl_loss_training_9,0.05893530696630478
0,kl_loss_training_10,0.13830958306789398
0,kl_loss_training_11,0.07743602991104126
0,kl_loss_training_12,0.5520919561386108
0,kl_loss_training_13,0.09549900889396667
0,kl_loss_training_14,0.24541820585727692
0,kl_loss_training_15,0.2653215825557709
0,kl_loss_training_16,0.23539279401302338
0,kl_loss_training_17,0.4098626673221588
0,kl_loss_training_18,0.5939544439315796
0,kl_loss_training_19,0.5720568299293518
0,loss_validation,3927.839336688702
0,mi_loss_validation,0.8006005791517404
0,tc_loss_validation,21.530421330378605
0,dw_kl_loss_validation,18.848824721116287
0,mse_loss_validation,97.51112952599159
0,recon_loss_validation,3789.148418719952
0,rsq_validation,2.5405036486112156
0,kl_loss_validation_0,1.1406893730163574
0,kl_loss_validation_1,2.7907917499542236
0,kl_loss_validation_2,0.5801774263381958
0,kl_loss_validation_3,0.7004587054252625
0,kl_loss_validation_4,0.015076749958097935
0,kl_loss_validation_5,1.0670911073684692
0,kl_loss_validation_6,1.451788067817688
0,kl_loss_validation_7,0.06206730380654335
0,kl_loss_validation_8,2.518261671066284
0,kl_loss_validation_9,0.02421821653842926
0,kl_loss_validation_10,0.6550486087799072
0,kl_loss_validation_11,0.16837143898010254
0,kl_loss_validation_12,0.5272246599197388
0,kl_loss_validation_13,0.05097384378314018
0,kl_loss_validation_14,0.3296670913696289
0,kl_loss_validation_15,0.9661483764648438
0,kl_loss_validation_16,0.5064666867256165
0,kl_loss_validation_17,1.6105809211730957
0,kl_loss_validation_18,0.9927763938903809
0,kl_loss_validation_19,2.1569669246673584
1,loss_training,3310.6729396110595
1,mi_loss_training,0.48012691564315735
1,tc_loss_training,6.367061998837721
1,dw_kl_loss_training,12.000853900446725
1,mse_loss_training,74.47253409742987
1,recon_loss_training,3217.352347566754
1,rsq_training,1.700122635255284
1,kl_loss_training_0,0.6610276103019714
1,kl_loss_training_1,1.3278703689575195
1,kl_loss_training_2,0.25145596265792847
1,kl_loss_training_3,0.23899991810321808
1,kl_loss_training_4,0.02021598257124424
1,kl_loss_training_5,0.9114969372749329
1,kl_loss_training_6,0.9580482244491577
1,kl_loss_training_7,0.0597795806825161
1,kl_loss_training_8,1.5351157188415527
1,kl_loss_training_9,0.025966431945562363
1,kl_loss_training_10,0.6735606789588928
1,kl_loss_training_11,0.055392853915691376
1,kl_loss_training_12,0.33878546953201294
1,kl_loss_training_13,0.14968763291835785
1,kl_loss_training_14,0.2198295295238495
1,kl_loss_training_15,0.8933237791061401
1,kl_loss_training_16,0.5912786722183228
1,kl_loss_training_17,1.7130117416381836
1,kl_loss_training_18,0.6004933714866638
1,kl_loss_training_19,1.3594269752502441
1,loss_validation,2812.4126915564902
1,mi_loss_validation,0.8520970115294824
1,tc_loss_validation,31.470941103421726
1,dw_kl_loss_validation,11.419606062082144
1,mse_loss_validation,64.31754068227914
1,recon_loss_validation,2704.3524639423076
1,rsq_validation,1.4306780925163856
1,kl_loss_validation_0,0.48285457491874695
1,kl_loss_validation_1,1.0393468141555786
1,kl_loss_validation_2,0.31420591473579407
1,kl_loss_validation_3,0.10907430201768875
1,kl_loss_validation_4,0.020890871062874794
1,kl_loss_validation_5,1.2572133541107178
1,kl_loss_validation_6,0.5902847647666931
1,kl_loss_validation_7,0.05939631164073944
1,kl_loss_validation_8,1.2716269493103027
1,kl_loss_validation_9,0.07614230364561081
1,kl_loss_validation_10,0.4361766576766968
1,kl_loss_validation_11,0.04445294663310051
1,kl_loss_validation_12,0.24547512829303741
1,kl_loss_validation_13,0.19688116014003754
1,kl_loss_validation_14,0.24893824756145477
1,kl_loss_validation_15,0.6547277569770813
1,kl_loss_validation_16,0.45228299498558044
1,kl_loss_validation_17,1.7895302772521973
1,kl_loss_validation_18,0.562171459197998
1,kl_loss_validation_19,1.0647923946380615
2,loss_training,2654.2024554887553
2,mi_loss_training,0.6482591113632902
2,tc_loss_training,15.094568532753504
2,dw_kl_loss_training,7.122657717013295
2,mse_loss_training,88.56827485940526
2,recon_loss_training,2542.7687269678654
2,rsq_training,2.2564213008572147
2,kl_loss_training_0,0.2765514850616455
2,kl_loss_training_1,0.6262631416320801
2,kl_loss_training_2,0.39626723527908325
2,kl_loss_training_3,0.07549749314785004
2,kl_loss_training_4,0.02717594802379608
2,kl_loss_training_5,1.0154274702072144
2,kl_loss_training_6,0.38916510343551636
2,kl_loss_training_7,0.06424201279878616
2,kl_loss_training_8,1.2386205196380615
2,kl_loss_training_9,0.12476114928722382
2,kl_loss_training_10,0.3224142789840698
2,kl_loss_training_11,0.07637426257133484
2,kl_loss_training_12,0.14764395356178284
2,kl_loss_training_13,0.14515885710716248
2,kl_loss_training_14,0.130243718624115
2,kl_loss_training_15,0.2679004669189453
2,kl_loss_training_16,0.27943485975265503
2,kl_loss_training_17,1.5351457595825195
2,kl_loss_training_18,0.3364628255367279
2,kl_loss_training_19,0.7330387234687805
