"file_name","V3","V6","V10","V14","V18"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",-0.38037723,-0.48572004,-1.5909252,0.514399,0.9242527
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",0.4555493,-3.0286043,-0.4255459,0.9342646,0.26773003
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",-1.9535496,0.2864921,-0.6752883,0.36248216,-0.063856676
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",-1.6167278,-0.22179255,0.882809,0.75325567,2.1065593
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",-0.15098472,-0.77988887,0.5207376,0.99207455,1.7644794
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",-1.44578,-0.9042516,0.47462496,0.36589834,1.535281
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",0.569998,-1.0976582,1.8422077,0.5709788,1.4740436
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",-0.99995923,-1.7001171,1.058611,1.0449753,2.2690036
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",-0.6662084,-0.734062,-0.023262983,1.1511214,0.6904892
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",-0.6662084,-0.734062,-0.023262983,1.1511214,0.6904892
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",-0.6662084,-0.734062,-0.023262983,1.1511214,0.6904892
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",-0.6662084,-0.734062,-0.023262983,1.1511214,0.6904892
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",-0.6662084,-0.734062,-0.023262983,1.1511214,0.6904892
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",-0.6352187,-1.9434197,-0.4167003,1.2174888,2.4771748
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",-0.59110796,-0.4044503,-2.3248692,-1.3665648,1.5305452
"Alfa Romeo$$159$$2008$$Black$$4_4$$12$$image_0.jpg",0.8992541,-0.05529689,-0.39113963,-1.6953144,-1.0264883
"Alfa Romeo$$Giulia$$2017$$Silver$$4_10$$23$$image_0.jpg",0.12361824,1.1199727,1.0931408,-2.0064003,1.6538162
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$107$$image_0.jpg",-0.2462282,2.3873522,-0.90993077,-2.3835852,1.8142583
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$85$$image_5.jpg",-0.6292285,1.6704019,0.8089879,-2.6569989,1.1549895
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$39$$image_0.jpg",0.15298453,2.3306305,0.3946046,-2.4396515,1.024348
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$71$$image_2.jpg",0.8653463,1.8387502,0.7084375,-2.2799094,0.31259668
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$94$$image_6.jpg",-0.91077554,1.2934483,1.0757353,-1.9922485,1.605895
"Alfa Romeo$$Giulia$$2019$$Silver$$4_10$$166$$image_13.jpg",0.49966395,0.07361061,1.2454351,-1.1876187,0.18025267
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$143$$image_7.jpg",-0.67485225,2.0544837,-1.625796,-1.6012706,0.7593528
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$149$$image_6.jpg",0.6338261,0.22600198,0.93991095,-1.469172,0.08043827
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$180$$image_5.jpg",-1.206124,1.5759547,-1.6412655,-1.6718076,2.726791
"Alfa Romeo$$Giulietta$$2010$$White$$4_11$$226$$image_1.jpg",0.23044316,0.4443059,0.46172628,-1.6835475,0.70610934
"Alfa Romeo$$Giulietta$$2011$$Silver$$4_11$$124$$image_1.jpg",-0.8549897,1.2650342,-1.0067351,-1.3954567,1.728122
"Alfa Romeo$$Giulietta$$2013$$White$$4_11$$138$$image_1.jpg",-0.18760026,1.4366891,-2.0721207,-0.84031194,0.97778195
"Alfa Romeo$$Giulietta$$2015$$Silver$$4_11$$64$$image_0.jpg",-1.1733316,0.87532926,-0.8468427,-0.26157933,0.28022823
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$304$$image_9.jpg",0.26085213,0.29938754,0.4785759,-1.4498873,0.98420686
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_12.jpg",0.3667345,0.103047185,0.8942718,-1.6954794,0.7312009
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_22.jpg",0.41838306,0.32584625,0.9759082,-1.4142898,0.7702954
"Alfa Romeo$$Giulietta$$2016$$White$$4_11$$125$$image_6.jpg",-0.91820574,1.5928361,0.40709347,-1.1072886,2.0346537
