"file_name","V2","V5","V12","V14","V16"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",0.07930479,-0.60954654,1.0854447,0.16650632,1.0784612
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",0.20739509,0.5338082,0.41074938,-0.40469524,4.0772395
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",-0.8852808,0.49903974,0.3016885,0.4658992,-0.20344195
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",-1.1767523,-1.4519771,-1.0731052,1.3072793,0.6881377
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",-0.027625341,-1.1470678,-0.6992606,1.1373657,1.3265047
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",-1.2873932,-0.6785362,-0.6871704,0.94645715,1.1818662
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",0.686738,-0.6738311,-1.9618765,1.3773812,1.6624374
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",-0.90577406,-1.044892,-1.1665922,0.6960866,2.2749012
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",-0.6301938,0.18170214,-0.078702495,1.3772844,0.95236164
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",-0.6301938,0.18170214,-0.078702495,1.3772844,0.95236164
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",-0.6301938,0.18170214,-0.078702495,1.3772844,0.95236164
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",-0.6301938,0.18170214,-0.078702495,1.3772844,0.95236164
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",-0.6301938,0.18170214,-0.078702495,1.3772844,0.95236164
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",-0.6978104,-1.5818872,-0.06084714,1.2752247,2.5067024
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",-0.7684072,-1.4685011,1.7215482,-1.3960581,0.6866403
"Alfa Romeo$$159$$2008$$Black$$4_4$$12$$image_0.jpg",0.56876236,1.6578201,0.31123894,-1.4817332,-0.02240977
"Alfa Romeo$$Giulia$$2017$$Silver$$4_10$$23$$image_0.jpg",-0.7396077,-1.180394,-1.370469,-1.9807165,-0.7659381
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$107$$image_0.jpg",-0.7272555,-1.8005447,0.26319426,-2.2402143,-1.8061864
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$85$$image_5.jpg",-1.3685954,-0.974132,-1.2000421,-2.277896,-1.4254029
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$39$$image_0.jpg",-0.74561214,-0.87923455,-0.7866223,-2.2017708,-1.8770278
